true_label,window_size_ms,stride_ms,fold_seed,train_windows,test_windows,val_subjects,best_epoch,val_j,val_f1,val_acc,threshold,test_median_prob,test_pred,test_correct,signed_margin,fold,pid,window_label,train_subjects,validation_subjects_available
0,2000,1000,81,10190,110,9,4,0.9999999550000009,1.0,1.0,0.31,0.12322998046875,0,1,0.18677001953125,39,41,2000/1000,47,9
0,1500,750,81,14555,153,9,2,0.9999999550000009,1.0,1.0,0.35000000000000003,0.224853515625,0,1,0.12514648437500003,39,41,1500/750,47,9
0,1000,500,81,23144,248,9,2,0.7999999590000009,0.8888888888888888,0.8888888888888888,0.35000000000000003,0.17529296875,0,1,0.17470703125000003,39,41,1000/500,47,9
0,2000,500,81,19675,221,9,2,0.9999999550000009,1.0,1.0,0.35000000000000003,0.1751708984375,0,1,0.17482910156250003,39,41,2000/500,47,9
0,2000,1000,82,11385,71,9,1,0.9999999550000009,1.0,1.0,0.5000000000000002,0.485107421875,0,1,0.014892578125000222,40,42,2000/1000,47,9
0,1500,750,82,16216,112,9,1,0.9999999550000009,1.0,1.0,0.48000000000000015,0.485107421875,1,0,-0.005107421874999851,40,42,1500/750,47,9
0,1000,500,82,25710,173,9,9,0.9999999550000009,1.0,1.0,0.5100000000000002,0.175537109375,0,1,0.33446289062500023,40,42,1000/500,47,9
0,2000,500,82,22048,130,9,3,0.9999999550000009,1.0,1.0,0.5500000000000003,0.21533203125,0,1,0.33466796875000027,40,42,2000/500,47,9
0,2000,1000,83,10740,169,9,3,0.7999999590000009,0.8888888888888888,0.8888888888888888,0.31,0.3017578125,0,1,0.008242187499999998,41,43,2000/1000,47,9
0,1500,750,83,15311,243,9,5,0.9999999550000009,1.0,1.0,0.4000000000000001,0.08978271484375,0,1,0.3102172851562501,41,43,1500/750,47,9
0,1000,500,83,24346,384,9,13,0.9999999550000009,1.0,1.0,0.47000000000000014,0.1112060546875,0,1,0.35879394531250014,41,43,1000/500,47,9
0,2000,500,83,20793,300,9,2,0.7999999590000009,0.8888888888888888,0.8888888888888888,0.4200000000000001,0.3583984375,0,1,0.061601562500000095,41,43,2000/500,47,9
0,2000,1000,84,10057,182,9,8,0.9999999550000009,1.0,1.0,0.4300000000000001,0.25634765625,0,1,0.1736523437500001,42,44,2000/1000,47,9
0,1500,750,84,14334,272,9,2,0.9999999550000009,1.0,1.0,0.35000000000000003,0.31689453125,0,1,0.03310546875000003,42,44,1500/750,47,9
0,1000,500,84,22783,430,9,4,0.9999999550000009,1.0,1.0,0.5500000000000003,0.57080078125,1,0,-0.020800781249999734,42,44,1000/500,47,9
0,2000,500,84,19394,336,9,3,0.9999999550000009,1.0,1.0,0.6100000000000003,0.34912109375,0,1,0.2608789062500003,42,44,2000/500,47,9
