true_label,window_size_ms,stride_ms,fold_seed,train_windows,test_windows,val_subjects,best_epoch,val_j,val_f1,val_acc,threshold,test_median_prob,test_pred,test_correct,signed_margin,fold,pid,window_label,train_subjects,validation_subjects_available
1,2000,500,60,21174,749,9,10,0.9999999550000009,1.0,1.0,0.3,0.7060546875,1,1,0.4060546875,18,20,2000/500,47,9
1,2000,1000,61,10824,63,9,1,0.9999999550000009,1.0,1.0,0.5300000000000002,0.541015625,1,1,0.011015624999999751,19,21,2000/1000,47,9
1,1500,750,61,15424,97,9,1,0.9999999550000009,1.0,1.0,0.5500000000000003,0.755859375,1,1,0.20585937499999973,19,21,1500/750,47,9
1,1000,500,61,24463,158,9,1,0.9999999550000009,1.0,1.0,0.5300000000000002,0.8310546875,1,1,0.30105468749999975,19,21,1000/500,47,9
1,2000,500,61,20983,126,9,1,0.9999999550000009,1.0,1.0,0.48000000000000015,0.68603515625,1,1,0.20603515624999985,19,21,2000/500,47,9
1,2000,1000,62,11092,152,9,1,0.7499999612500008,0.8571428571428571,0.8888888888888888,0.5400000000000003,0.4365234375,0,0,-0.10347656250000026,20,22,2000/1000,47,9
1,1500,750,62,15797,216,9,1,0.7499999612500008,0.8571428571428571,0.8888888888888888,0.6600000000000004,0.3525390625,0,0,-0.30746093750000036,20,22,1500/750,47,9
1,1000,500,62,25107,342,9,4,0.7499999612500008,0.8571428571428571,0.8888888888888888,0.5800000000000003,0.4580078125,0,0,-0.1219921875000003,20,22,1000/500,47,9
1,2000,500,62,21458,303,9,4,0.7499999612500008,0.8571428571428571,0.8888888888888888,0.4100000000000001,0.345458984375,0,0,-0.06454101562500009,20,22,2000/500,47,9
1,2000,1000,63,10581,163,9,4,0.9999999550000009,1.0,1.0,0.5000000000000002,0.91064453125,1,1,0.4106445312499998,21,23,2000/1000,47,9
1,1500,750,63,15090,237,9,4,0.9999999550000009,1.0,1.0,0.4200000000000001,0.87060546875,1,1,0.4506054687499999,21,23,1500/750,47,9
1,1000,500,63,23914,389,9,4,0.9999999550000009,1.0,1.0,0.38000000000000006,0.80712890625,1,1,0.42712890624999994,21,23,1000/500,47,9
1,2000,500,63,20484,314,9,3,0.9999999550000009,1.0,1.0,0.5000000000000002,0.89990234375,1,1,0.3999023437499998,21,23,2000/500,47,9
1,2000,1000,64,11057,232,9,10,0.9999999550000009,1.0,1.0,0.46000000000000013,0.1939697265625,0,0,-0.26603027343750013,22,24,2000/1000,47,9
1,1500,750,64,15751,335,9,7,0.9999999550000009,1.0,1.0,0.3,0.285888671875,0,0,-0.014111328124999989,22,24,1500/750,47,9
1,1000,500,64,25026,541,9,5,0.9999999550000009,1.0,1.0,0.4400000000000001,0.410400390625,0,0,-0.029599609375000113,22,24,1000/500,47,9
1,2000,500,64,21405,464,9,4,0.9999999550000009,1.0,1.0,0.6200000000000003,0.1787109375,0,0,-0.44128906250000033,22,24,2000/500,47,9
1,2000,1000,65,10014,196,9,1,0.9999999550000009,1.0,1.0,0.49000000000000016,0.51806640625,1,1,0.028066406249999842,23,25,2000/1000,47,9
1,1500,750,65,14287,267,9,1,0.9999999550000009,1.0,1.0,0.46000000000000013,0.51171875,1,1,0.05171874999999987,23,25,1500/750,47,9
1,1000,500,65,22708,404,9,1,0.9999999550000009,1.0,1.0,0.4300000000000001,0.48876953125,1,1,0.058769531249999896,23,25,1000/500,47,9
1,2000,500,65,19298,398,9,1,0.9999999550000009,1.0,1.0,0.4300000000000001,0.47607421875,1,1,0.046074218749999896,23,25,2000/500,47,9
1,2000,1000,66,10622,194,9,1,0.9999999550000009,1.0,1.0,0.48000000000000015,0.484375,1,1,0.004374999999999851,24,26,2000/1000,47,9
1,1500,750,66,15193,268,9,1,0.9999999550000009,1.0,1.0,0.4300000000000001,0.40087890625,0,0,-0.029121093750000104,24,26,1500/750,47,9
1,1000,500,66,24192,397,9,1,0.9999999550000009,1.0,1.0,0.4000000000000001,0.333740234375,0,0,-0.06625976562500008,24,26,1000/500,47,9
1,2000,500,66,20504,397,9,2,0.9999999550000009,1.0,1.0,0.5000000000000002,0.2379150390625,0,0,-0.2620849609375002,24,26,2000/500,47,9
1,2000,1000,67,10173,69,9,13,0.7999999590000009,0.8888888888888888,0.8888888888888888,0.3,0.96044921875,1,1,0.66044921875,25,27,2000/1000,47,9
1,1500,750,67,14529,107,9,3,0.9999999550000009,1.0,1.0,0.48000000000000015,0.89404296875,1,1,0.41404296874999985,25,27,1500/750,47,9
1,1000,500,67,23132,177,9,12,0.9999999550000009,1.0,1.0,0.5400000000000003,0.97216796875,1,1,0.43216796874999974,25,27,1000/500,47,9
1,2000,500,67,19669,137,9,1,0.7499999612500008,0.8571428571428571,0.8888888888888888,0.48000000000000015,0.81640625,1,1,0.33640624999999985,25,27,2000/500,47,9
1,2000,1000,68,11389,59,9,1,0.7999999590000009,0.8888888888888888,0.8888888888888888,0.47000000000000014,0.61279296875,1,1,0.14279296874999986,26,28,2000/1000,47,9
1,1500,750,68,16231,89,9,6,0.7499999612500008,0.8571428571428571,0.8888888888888888,0.38000000000000006,0.8564453125,1,1,0.47644531249999994,26,28,1500/750,47,9
1,1000,500,68,25717,159,9,3,0.7999999590000009,0.8888888888888888,0.8888888888888888,0.33,0.92822265625,1,1,0.5982226562499999,26,28,1000/500,47,9
1,2000,500,68,22118,101,9,1,0.7999999590000009,0.8888888888888888,0.8888888888888888,0.35000000000000003,0.83154296875,1,1,0.48154296874999997,26,28,2000/500,47,9
1,2000,1000,69,11696,111,9,10,0.9999999550000009,1.0,1.0,0.3,0.92724609375,1,1,0.62724609375,27,29,2000/1000,47,9
1,1500,750,69,16633,155,9,6,0.9999999550000009,1.0,1.0,0.35000000000000003,0.958984375,1,1,0.6089843749999999,27,29,1500/750,47,9
1,1000,500,69,26351,238,9,5,0.9999999550000009,1.0,1.0,0.39000000000000007,0.95166015625,1,1,0.5616601562499999,27,29,1000/500,47,9
1,2000,500,69,22696,223,9,4,0.9999999550000009,1.0,1.0,0.39000000000000007,0.958984375,1,1,0.5689843749999999,27,29,2000/500,47,9
0,2000,1000,70,9821,443,9,3,0.9999999550000009,1.0,1.0,0.4400000000000001,0.363525390625,0,1,0.07647460937500011,28,30,2000/1000,47,9
0,1500,750,70,14004,649,9,3,0.9999999550000009,1.0,1.0,0.4100000000000001,0.343505859375,0,1,0.06649414062500009,28,30,1500/750,47,9
0,1000,500,70,22294,1007,9,3,0.9999999550000009,1.0,1.0,0.4100000000000001,0.353759765625,0,1,0.05624023437500009,28,30,1000/500,47,9
0,2000,500,70,18921,879,9,2,0.9999999550000009,1.0,1.0,0.35000000000000003,0.28466796875,0,1,0.06533203125000003,28,30,2000/500,47,9
0,2000,1000,71,9961,397,9,13,0.9999999550000009,1.0,1.0,0.3,0.5068359375,1,0,-0.2068359375,29,31,2000/1000,47,9
0,1500,750,71,14206,561,9,12,0.9999999550000009,1.0,1.0,0.46000000000000013,0.60546875,1,0,-0.14546874999999987,29,31,1500/750,47,9
0,1000,500,71,22614,915,9,2,0.9999999550000009,1.0,1.0,0.35000000000000003,0.407470703125,1,0,-0.05747070312499997,29,31,1000/500,47,9
0,2000,500,71,19249,762,9,5,0.7999999590000009,0.8888888888888888,0.8888888888888888,0.4000000000000001,0.59033203125,1,0,-0.19033203124999992,29,31,2000/500,47,9
0,2000,1000,72,10499,112,9,1,0.9999999550000009,1.0,1.0,0.5000000000000002,0.488037109375,0,1,0.011962890625000222,30,32,2000/1000,47,9
0,1500,750,72,14986,166,9,1,0.9999999550000009,1.0,1.0,0.47000000000000014,0.478271484375,1,0,-0.00827148437499986,30,32,1500/750,47,9
0,1000,500,72,23855,265,9,1,0.9999999550000009,1.0,1.0,0.4200000000000001,0.4208984375,1,0,-0.0008984374999999045,30,32,1000/500,47,9
0,2000,500,72,20233,208,9,1,0.9999999550000009,1.0,1.0,0.4100000000000001,0.4580078125,1,0,-0.04800781249999991,30,32,2000/500,47,9
